,Name,url,Sector,Industry,Employees,Description,Executive1,Executive2,Executive3,Executive4,Executive5
AIMT,"Aimmune Therapeutics, Inc.",http://www.aimmune.com,N/A,N/A,N/A,"Aimmune Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops and commercializes product candidates for the treatment of peanut and other food allergies in the United States and Europe. Its lead Characterized Oral Desensitization ImmunoTherapy product candidate is AR101, an investigational biologic for the treatment of patients with peanut allergy. Aimmune Therapeutics, Inc. has strategic collaboration with an affiliate of Nestle Health Science US Holdings, Inc. for the advancement of food allergy therapeutics. The company was formerly known as Allergen Research Corporation and changed its name to Aimmune Therapeutics, Inc. in May 2015. The company was founded in 2011 and is headquartered in Brisbane, California.","{'name': 'Dr. Stephen George Dilly M.B.B.S, Ph.D.', 'title': 'CEO, Pres & Director', 'pay': '660k', 'exercised': 'N/A', 'age': '58'}","{'name': 'Mr. Jeffrey H. Knapp', 'title': 'Chief Operating Officer', 'pay': '539.25k', 'exercised': 'N/A', 'age': '52'}","{'name': 'Dr. Daniel C. Adelman M.D.', 'title': 'Chief Medical Officer', 'pay': '293.07k', 'exercised': 'N/A', 'age': '61'}","{'name': 'Mr. Eric H. Bjerkholt', 'title': 'Chief Financial Officer', 'pay': 'N/A', 'exercised': 'N/A', 'age': '58'}","{'name': 'Dr. Laura  Hansen Ph.D.', 'title': 'VP of Investor Relations', 'pay': 'N/A', 'exercised': 'N/A', 'age': 'N/A'}"
AKAO,"Achaogen, Inc.",http://www.achaogen.com,N/A,N/A,N/A,"Achaogen, Inc., a late-stage biopharmaceutical company, discovers, develops, and commercializes antibacterials to treat multi-drug resistant (MDR) gram-negative infections in the United States. The company is principally developing plazomicin, which is in Phase III clinical trial for the treatment of serious bacterial infections, including urinary tract infections, blood stream infections, and other infections due to MDR Enterobacteriaceae comprising carbapenem-resistant Enterobacteriaceae. It is also involved in the research and development of antipseudomonal LpxC inhibitor compounds for the treatment of bacterial infections; and therapeutic antibody discovery program. The company has license and collaboration agreements with Thermo Fisher Scientific, Inc. to develop and commercialize an assay to to enable patients to receive safe and efficacious doses of plazomicin; Crystal Biosciences, Inc. to discover monoclonal antibodies against multiple targets; Ionis Pharmaceuticals, Inc. for certain patents relating to aminoglycoside antibacterial compounds and related know-how to develop and commercialize certain novel aminoglycoside antibacterial compounds; and Hovione Limited to manufacture the active pharmaceutical ingredient for plazomicin. The company was incorporated in 2002 and is based in South San Francisco, California.","{'name': 'Dr. Kenneth J. Hillan M.B., Ch.B.', 'title': 'CEO & Director', 'pay': '771.6k', 'exercised': 'N/A', 'age': '57'}","{'name': 'Mr. Blake  Wise', 'title': 'Pres & COO', 'pay': '644k', 'exercised': 'N/A', 'age': '47'}","{'name': 'Dr. Floyd E. Romesberg Ph.D.', 'title': 'Principal Scientific Founder and Advisor', 'pay': 'N/A', 'exercised': 'N/A', 'age': 'N/A'}","{'name': 'Dr. Nathaniel E. David A.B., Ph.D.', 'title': 'Principal Entrepreneurial Founder', 'pay': 'N/A', 'exercised': 'N/A', 'age': '50'}","{'name': 'Mr. Tobin C. Schilke', 'title': 'Chief Financial Officer', 'pay': 'N/A', 'exercised': 'N/A', 'age': '43'}"
AKBA,"Akebia Therapeutics, Inc.",http://www.akebia.com,N/A,N/A,N/A,"Akebia Therapeutics, Inc., a biopharmaceutical company, focuses on the development and commercialization of novel therapeutics to patients with kidney disease through hypoxia-inducible factor (HIF) biology. Its lead product candidate is vadadustat, an oral therapy, which is in Phase III development for the treatment of anemia related to chronic kidney disease in non-dialysis and dialysis patients. The company is also developing a HIF-based portfolio of product candidates that include AKB-6899 for the treatment of anemia; and AKB-5169, a preclinical compound for the treatment for inflammatory bowel disease. Akebia Therapeutics, Inc. has collaboration agreements with Otsuka Pharmaceutical Co. Ltd. for the development and commercialization of vadadustat in the United States, Europe, China, and internationally, as well as with Mitsubishi Tanabe Pharma Corporation for the development and commercialization to vadadustat in Japan and other Asian countries. The company was founded in 2007 and is headquartered in Cambridge, Massachusetts.","{'name': 'Mr. John P. Butler MBA', 'title': 'Chief Exec. Officer, Pres and Director', 'pay': '777.69k', 'exercised': 'N/A', 'age': '54'}","{'name': 'Mr. Jason A. Amello', 'title': 'Chief Financial Officer, Sr. VP and Treasurer', 'pay': '478.03k', 'exercised': 'N/A', 'age': '50'}","{'name': 'Dr. Bradley  J. Maroni M.D.', 'title': 'Medical Advisor', 'pay': '574.77k', 'exercised': 'N/A', 'age': '65'}","{'name': 'Ms. Theresa  McNeely', 'title': 'Sr. VP - Corp. Communications and Investor Relations', 'pay': 'N/A', 'exercised': 'N/A', 'age': '54'}","{'name': 'Ms. Nicole R. Hadas J.D.', 'title': 'Sr. VP, Gen. Counsel and Sec.', 'pay': 'N/A', 'exercised': 'N/A', 'age': '45'}"
AKCA,"Akcea Therapeutics, Inc.",http://www.akceatx.com,N/A,N/A,N/A,"Akcea Therapeutics Inc., a late-stage biopharmaceutical company, focuses on developing and commercializing drugs to treat patients with cardiometabolic diseases caused by lipid disorders in the United States and internationally. It develops Volanesorsen, which has completed Phase 3 clinical study for the treatment of familial chylomicronemia syndrome; and that is in Phase 3 clinical study for the treatment of familial partial lipodystrophy. The company also develops AKCEA-APO(a)-LRx, which has completed Phase 2b clinical study for treating patients suffering with hyperlipoproteinemia; AKCEA-ANGPTL3-LRx that has completed Phase 1/2 clinical study for the treatment of multiple lipid disorders; and AKCEA-APOCIII-LRx, which is in Phase 1/2 study for the treatment of cardiovascular disease driven by high triglycerides. It has strategic collaboration with Novartis Pharma AG. The company was incorporated in 2014 and is headquartered in Cambridge, Massachusetts. Akcea Therapeutics Inc. is a subsidiary of Ionis Pharmaceuticals, Inc.","{'name': 'Ms. Paula  Soteropoulos', 'title': 'Pres, CEO & Director', 'pay': '778.55k', 'exercised': 'N/A', 'age': '50'}","{'name': 'Mr. Jeffrey M. Goldberg', 'title': 'Chief Operating Officer', 'pay': '565.66k', 'exercised': 'N/A', 'age': '45'}","{'name': ""Dr. Louis St. Laurence O'Dea MB, BCh, BAO, FRCP(C)"", 'title': 'Chief Medical Officer & Head of Regulatory Affairs', 'pay': '708.61k', 'exercised': 'N/A', 'age': '67'}","{'name': 'Mr. Michael F. MacLean', 'title': 'Chief Financial Officer', 'pay': 'N/A', 'exercised': 'N/A', 'age': '52'}","{'name': 'D. Wade Walke Ph.D.', 'title': 'VP of Corp. Communications & Investor Relations', 'pay': 'N/A', 'exercised': 'N/A', 'age': 'N/A'}"
ALDR,"Alder Biopharmaceuticals, Inc.",http://www.alderbio.com,Healthcare,Biotechnology,176,"Alder BioPharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers, develops, and commercializes therapeutic antibodies in the United States, Australia, and Ireland. The companys lead product candidate includes ALD403, an antibody, which is in Phase II clinical trial to target calcitonin gene-related peptide for the prevention of migraine. It also develops ALD1910, a genetically engineered monoclonal antibody that is in preclinical study for the treatment of migraine; and Clazakizumab, an antibody, which has been completed Phase IIb clinical trial that inhibits the pro-inflammatory cytokine interleukin-6 for the treatment of rheumatoid and psoriatic arthritis. In addition, the company has preclinical programs in the discovery phase for various indications. Alder BioPharmaceuticals, Inc. was incorporated in 2002 and is headquartered in Bothell, Washington.","{'name': 'Dr. Randall C. Schatzman Ph.D.', 'title': 'Co-Founder, Chief Exec. Officer, Pres and Director', 'pay': '833.62k', 'exercised': '3.04M', 'age': '63'}","{'name': 'Dr. John A. Latham Ph.D.', 'title': 'Co-Founder and Chief Scientific Officer', 'pay': '603.97k', 'exercised': '3.28M', 'age': '58'}","{'name': 'Mr. Larry K. Benedict', 'title': 'Principal Accounting Officer and Exec. VP', 'pay': '392.27k', 'exercised': 'N/A', 'age': '57'}","{'name': 'Dr. Timothy M. Whitaker M.D.', 'title': 'Chief Medical Officer', 'pay': '385.42k', 'exercised': 'N/A', 'age': '59'}","{'name': 'Ms. Elisabeth A. Sandoval M.B.A', 'title': 'Chief Commercial Officer', 'pay': '222.66k', 'exercised': 'N/A', 'age': '56'}"
ALKS,Alkermes plc,http://www.alkermes.com,N/A,N/A,N/A,"Alkermes plc, a biopharmaceutical company, researches, develops, and commercializes pharmaceutical products that are designed to address unmet medical needs of patients in various therapeutic areas worldwide. The companys marketed products include ARISTADA (aripiprazole lauroxil) for the treatment of schizophrenia; VIVITROL (naltrexone for extended-release injectable suspension) for the treatment of alcohol and opioid dependence; RISPERDAL CONSTA for the treatment of schizophrenia and bipolar I disorder; INVEGA SUSTENNA for the treatment of schizophrenia and schizoaffective disorder; XEPLION, INVEGA TRINZA, and TREVICTA for treating schizophrenia; AMPYRA (dalfampridine)/FAMPYRA (fampridine) to enhance walking in adults with multiple sclerosis who have walking disability; and BYDUREON (exenatide extended-release for injectable suspension) for the treatment of type 2 diabetes. It is also developing ALKS 5461 that is in Phase III clinical trials for the treatment of depressive disorder; ALKS 3831, which is in Phase III clinical trials to treat schizophrenia; ALKS 8700, a monomethyl fumarate molecule, which is in Phase III clinical trials to treat multiple sclerosis; ALKS 6428, which is in Phase III clinical trials to help physicians transition patients from physical dependence on opioids; and Aripiprazole lauroxil, an injectable atypical antipsychotic, which has completed a Phase I clinical trials for the treatment of schizophrenia, as well as ALKS 4230, a cell activator that is in Phase I clinical trials for cancer immunotherapy. The company serves pharmaceutical wholesalers, and specialty pharmacies and distributors. It has collaboration agreements with Ortho-McNeil-Janssen Pharmaceuticals, Inc. and Janssen Pharmaceutica International. Alkermes plc was founded in 1987 and is headquartered in Dublin, Ireland.","{'name': 'Mr. Richard F. Pops', 'title': 'Chairman and Chief Exec. Officer', 'pay': '2.57M', 'exercised': '6.43M', 'age': '56'}","{'name': 'Mr. Shane Martin Cooke', 'title': 'Pres', 'pay': '1.31M', 'exercised': 'N/A', 'age': '56'}","{'name': 'Dr. Floyd E. Bloom M.D.', 'title': 'Co-Founder and Director', 'pay': '85.5k', 'exercised': 'N/A', 'age': '81'}","{'name': 'Mr. James M. Frates', 'title': 'Chief Financial Officer, Sr. VP and Treasurer', 'pay': '876.25k', 'exercised': '2.57M', 'age': '51'}","{'name': 'Ms. Kathryn L. Biberstein', 'title': 'Chief Admin. Officer, Chief Compliance Officer, Chief Risk Officer, EVP and Sec.', 'pay': '1.08M', 'exercised': '1.66M', 'age': '59'}"
ALNY,"Alnylam Pharmaceuticals, Inc.",http://www.alnylam.com,N/A,N/A,N/A,"Alnylam Pharmaceuticals, Inc., a biopharmaceutical company, discovers, develops, and commercializes novel therapeutics based on RNA interference. Its pipeline of investigational RNAi therapeutics is focused on genetic medicines, cardio-metabolic diseases, and hepatic infectious diseases. The companys clinical development programs include Patisiran, which is in Phase III clinical trial for the treatment of transthyretin-mediated amyloidosis (ATTR); Fitusiran, an investigational RNAi therapeutic that is in Phase I/II clinical trial for the treatment of hemophilia and rare bleeding disorders; and Inclisiran (ALN-PCSsc), which is in Phase II clinical trial for hypercholesterolemia. Its early stage clinical programs include Givosiran that is in Phase I trial to treat acute hepatic porphyrias; ALN-CC5 for the treatment of complement-mediated diseases; ALN-GO1 to treat primary hyperoxaluria 1; ALN-TTRsc02, an investigational RNAi therapeutic targeting TTR for the treatment of various forms of ATTR amyloidosis; and ALN-HBV for the treatment of Hepatitis B virus. The company has strategic alliances and collaboration agreements primarily with Sanofi Genzyme; The Medicines Company; Monsanto Company; Takeda Pharmaceutical Company Limited; Ionis Pharmaceuticals, Inc.; The University of British Columbia; and Acuitas Therapeutics Inc.; and Arbutus Biopharma Corporation. Alnylam Pharmaceuticals, Inc. was founded in 2002 and is headquartered in Cambridge, Massachusetts.","{'name': 'Dr. John M. Maraganore M.D., Ph.D.', 'title': 'CEO & Exec. Director', 'pay': '1.12M', 'exercised': '4.86M', 'age': '54'}","{'name': 'Mr. Barry E. Greene', 'title': 'Pres', 'pay': '775.15k', 'exercised': '1.95M', 'age': '54'}","{'name': 'Mr. John K. Clarke', 'title': 'Founder & Director', 'pay': '60k', 'exercised': 'N/A', 'age': '63'}","{'name': 'Dr. Phillip A. Sharp Ph.D.', 'title': 'Co-Founder, Director & Member of the Scientific Advisory Board', 'pay': '90k', 'exercised': 'N/A', 'age': '72'}","{'name': 'Dr. Yvonne L.  Greenstreet MBChB, MBA', 'title': 'COO & Exec. VP', 'pay': '340.61k', 'exercised': 'N/A', 'age': '54'}"
ALXN,"Alexion Pharmaceuticals, Inc.",http://www.alexion.com,Healthcare,Biotechnology,"3,121","Alexion Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes life-transforming therapeutic products. The company offers Soliris (eculizumab), a monoclonal antibody for the treatment of paroxysmal nocturnal hemoglobinuria (PNH), a genetic blood disorder; and atypical hemolytic uremic syndrome (aHUS), a genetic disease. It also provides Strensiq (asfotase alfa), a targeted enzyme replacement therapy for patients with hypophosphatasia (HPP); and Kanuma (sebelipase alfa) for the treatment of patients with lysosomal acid lipase deficiency. In addition, the company conducts Phase III clinical trials for Soliris (eculizumab) for the treatment of myasthenia gravis and neuromyelitis optica spectrum disorder; and Phase II clinical trials for antibody mediated rejection in presensitized renal transplant patients. Further, it develops cPMP (ALXN 1101) that is in Phase II/III trial for treating metabolic disorders; SBC-103, which is in Phase I/II clinical trials for the treatment of metabolic disorders; ALXN 1210 (IV) that is in Phase III clinical trials for the treatment of PNH and aHUS; and ALXN 1210, which is in Phase I clinical trials to evaluate subcutaneous delivery. The company serves distributors, pharmacies, hospitals, hospital buying groups, and other health care providers, as well as governments and government agencies in the United States, Europe, the Asia Pacific, and internationally. Alexion Pharmaceuticals, Inc. has agreements with X-Chem Pharmaceuticals (X-Chem) to identify novel drug candidates from X-Chem's proprietary drug discovery engine; and Moderna Therapeutics, Inc. (Moderna) that provides the option to purchase drug products for the development and commercialization of Moderna's messenger RNA therapeutics to treat rare diseases. The company was founded in 1992 and is headquartered in New Haven, Connecticut.","{'name': ""Ms. Julie  O'Neill MBA"", 'title': 'Exec. VP of Global Operations', 'pay': '1.08M', 'exercised': 'N/A', 'age': '63'}","{'name': 'Dr. Ludwig N. Hantson Ph.D.', 'title': 'CEO & Director', 'pay': 'N/A', 'exercised': 'N/A', 'age': '55'}","{'name': 'Mr. Paul J. Clancy M.B.A.', 'title': 'Exec. VP & CFO', 'pay': 'N/A', 'exercised': 'N/A', 'age': '56'}","{'name': 'Daniel A. Bazarko CPA', 'title': 'Chief Accounting Officer and Sr. VP', 'pay': 'N/A', 'exercised': 'N/A', 'age': 'N/A'}","{'name': 'Ms. Elena  Ridloff CFA', 'title': 'VP of Investor Relations', 'pay': 'N/A', 'exercised': 'N/A', 'age': 'N/A'}"
AMAG,"AMAG Pharmaceuticals, Inc.",http://www.amagpharma.com,Healthcare,Diagnostic Substances,545,"AMAG Pharmaceuticals, Inc., a biopharmaceutical company, manufactures, develops, and commercializes therapeutics for womens health, anemia management, and cancer supportive care in the United States. It markets Makena, a hydroxyprogesterone caproate injection to reduce the risk of preterm birth in women pregnant with a single baby who have a history of singleton spontaneous preterm birth; Feraheme (ferumoxytol), an intravenous iron replacement therapeutic agent for the treatment of iron deficiency anemia in adult patients with chronic kidney disease; and MuGard Mucoadhesive Oral Wound Rinse for the management of oral mucocitis/stomatiits and various types of oral wounds. The company also offers Cord Blood Registry services that are related to the collection, processing, and storage of umbilical cord blood and cord tissue units for pregnant women and their families. In addition, it has a option agreement with Velo to acquire the rights to digoxin immune fab, a polyclonal antibody in clinical development for the treatment of severe preeclampsia in pregnant women. The company sells Feraheme to authorized wholesalers and specialty distributors. It has a license agreement with Palatin Technologies, Inc. to research, develop, and commercialize Rekynda, an investigational product designed to be an on-demand treatment for hypoactive sexual desire disorder in pre-menopausal women, as well as with Endoceutics, Inc. to develop and commercialize pharmaceutical products with dehydroepiandrosterone; and development and license agreement with Antares Pharma, Inc. to develop, use, sell, and offer for sale and import and export the Makena auto-injector. AMAG Pharmaceuticals, Inc. was founded in 1981 and is headquartered in Waltham, Massachusetts.","{'name': 'Dr. William K. Heiden', 'title': 'CEO & Director', 'pay': '1.18M', 'exercised': 'N/A', 'age': '58'}","{'name': 'Mr. Edward H. Myles MBA', 'title': 'Exec. VP & CFO', 'pay': '434.9k', 'exercised': 'N/A', 'age': '46'}","{'name': 'Mr. Joseph D. Vittiglio Esq.', 'title': 'Exec. VP of Quality, Gen. Counsel & Sec.', 'pay': '528.06k', 'exercised': 'N/A', 'age': '46'}","{'name': 'Dr. Julie  Krop M.D.', 'title': 'Exec. VP & Chief Medical Officer', 'pay': '567.37k', 'exercised': 'N/A', 'age': '52'}","{'name': 'Mr. Nicholas  Grund', 'title': 'Exec. VP & Chief Commercial Officer', 'pay': '772.39k', 'exercised': 'N/A', 'age': '48'}"
AMGN,Amgen Inc.,http://www.amgen.com,Healthcare,Biotechnology,"19,200","Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It offers products for the treatment of oncology/hematology, cardiovascular, inflammation, bone health, nephrology, and neuroscience. The companys products include Evenity to treat osteoporosis in postmenopausal women; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Repatha to treat coronary artery diseases; Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Parsabiv to treat secondary hyperparathyroidism (sHPT); and Erenumab for the prevention of migraine. Its products also comprise Blincyto to treat patients with Philadelphia chromosome-negative relapsed or refractory B-cell precursor acute lymphoblastic leukemia; Kyprolis, a proteasome inhibitor for the treatment of multiple myeloma and small-cell lung cancer; Nplate, a thrombopoietic compound; AMJEVITA to treat psoriatic arthritis and polyarticular juvenile idiopathic arthritis, as well as ankylosing spondylitis and rheumatoid arthritis; ABP 215 for biosimilar candidates; and ABP 980 to treat human epidermal growth factor receptor 2-positive early breast cancer. The companys marketed products include Neulasta, a pegylated protein to treat cancer patients; Aranesp to treat anemia; Sensipar/Mimpara products to treat sHPT in chronic kidney disease; EPOGEN to treat a lower-than-normal number of red blood cells; NEUPOGEN, a recombinant-methionyl human granulocyte colony-stimulating factor; and IMLYGIC to treat various cancer cells. It serves pharmaceutical wholesale distributors; and physicians or their clinics, dialysis centers, hospitals, and pharmacies, as well as consumers. The company has collaborative agreements with Pfizer Inc.; UCB; Bayer HealthCare Pharmaceuticals Inc.; Array BioPharma Inc.; Syngene International Limited; and CytomX Therapeutics, Inc. Amgen Inc. was founded in 1980 and is headquartered in Thousand Oaks, California.","{'name': 'Mr. Robert A. Bradway', 'title': 'Chairman and Chief Exec. Officer', 'pay': '5.85M', 'exercised': '8.19M', 'age': '55'}","{'name': 'Mr. David W. Meline', 'title': 'Chief Financial Officer and Exec. VP', 'pay': '2.72M', 'exercised': 'N/A', 'age': '61'}","{'name': 'Mr. Jonathan P. Graham', 'title': 'Sr. VP, Gen. Counsel & Sec.', 'pay': '4.12M', 'exercised': 'N/A', 'age': '57'}","{'name': 'Dr. Sean E. Harper M.D.', 'title': 'Exec. VP of R&D', 'pay': '2.71M', 'exercised': 'N/A', 'age': '55'}","{'name': 'Mr. Anthony C. Hooper', 'title': 'Exec. VP of Global Commercial Operations', 'pay': '2.97M', 'exercised': 'N/A', 'age': '63'}"
AMPH,"Amphastar Pharmaceuticals, Inc.",http://www.amphastar.com,Healthcare,Drug Manufacturers - Other,"1,541","Amphastar Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on the development, manufacture, marketing, and sale of generic and proprietary injectable, inhalation, and intranasal products. It operates in two segments, Finished Pharmaceutical Products and Active Pharmaceutical Ingredients. The companys product portfolio comprises enoxaparin, a low molecular weight heparin that is used as an anticoagulant for prevention and treatment of deep vein thrombosis; naloxone for treating opioid overdose; Cortrosyn, a lyophilized powder for use as a diagnostic agent in the screening of patients with adrenocortical insufficiency; Amphadase, a bovine-sourced hyaluronidase injection for the dispersion and absorption of other injected drugs; and lidocaine jelly, a local anesthetic product for urological procedures. It also provides lidocaine topical solution for various procedures; phytonadione injection for newborn babies; syringe products, which include critical care drugs, such as morphine, atropine, calcium chloride, dextrose, epinephrine, lidocaine, and sodium bicarbonate for emergency use in hospital settings; lorazepam injection for surgery and medical procedures; ketorolac for acute pain management; and procainamide for documented ventricular arrhythmias. In addition, the company manufactures and distributes recombinant human insulin and porcine insulin. Further, it develops Primatene Mist, an over-the-counter epinephrine inhalation product candidate that is intended to be used for the temporary relief of mild symptoms of intermittent asthma. Additionally, the company has a pipeline of 20 generic and proprietary product candidates in various stages of development for various indications. Its products are used in hospital or urgent care clinical settings, and primarily contracted and distributed through group purchasing organizations and drug wholesalers. The company was established in 1996 and is headquartered in Rancho Cucamonga, California.","{'name': 'Dr. Ziping  Luo Ph.D.', 'title': 'Chairman of The Board, Chief Scientist and Chief Operating Officer', 'pay': '1.21M', 'exercised': 'N/A', 'age': '68'}","{'name': 'Dr. Yongfeng  Zhang Ph.D.', 'title': 'Chief Exec. Officer, Chief Science Officer and Director', 'pay': '1.55M', 'exercised': 'N/A', 'age': '71'}","{'name': 'Mr. Jason B. Shandell J.D., M.B.A.', 'title': 'Pres, Gen. Counsel & Director', 'pay': '961.67k', 'exercised': 'N/A', 'age': '44'}","{'name': 'Mr. William J. Peters', 'title': 'CFO, Sr. VP & Treasurer', 'pay': 'N/A', 'exercised': 'N/A', 'age': '50'}","{'name': 'Ms. Diane G. Gerst B.A.', 'title': 'EVP of Quality Assurance & Regulatory Affairs', 'pay': 'N/A', 'exercised': 'N/A', 'age': '58'}"
